N,P,K,temperature,humidity,pH,rainfall,state,crop
64.0,59.0,32.0,21.34732828,57.92001591,5.42608492,243.29972803,Goa,amaranthus
62.0,39.0,33.0,22.99737038,81.14977333,7.90676122,90.98260742,Odisha,lime
73.0,44.0,37.0,20.96200408,63.04263426,5.74815831,255.64176004,Mizoram,snakeguard
67.0,52.0,23.0,23.21107501,83.14908281,7.85060234,287.37116696,Kerala,hybridcumbu
60.0,43.0,24.0,26.06443617,65.64566675,7.46328847,294.30864365,Meghalaya,cauliflower
63.0,56.0,44.0,19.97685537,80.99587007,6.90681224,212.99225629,West Bengal,chanadal
95.0,39.0,38.0,22.97616372,75.39559441,5.53142341,107.39782374,Maharashtra,mustard
80.0,54.0,35.0,18.25404552,56.78189125,6.00895518,214.59272328,Punjab,spongegourd
97.0,40.0,36.0,18.07011842,64.89037619,7.57229086,148.62174117,Punjab,tamarindfruit
67.0,48.0,29.0,20.56082952,81.54086016,6.57834616,179.24449662,Madhya Pradesh,kinnow
99.0,58.0,30.0,25.77859088,74.12401416,7.3222995,192.76564709,Odisha,turmeric
94.0,55.0,17.0,24.76425384,73.85071658,7.80380599,214.69618985,Chhattisgarh,copra
87.0,53.0,31.0,26.06290313,73.54819449,6.85926527,164.87157947,Arunachal Pradesh,maidaatta
75.0,58.0,26.0,25.35016061,63.29604303,6.34401191,227.84948063,Goa,ladiesfinger
92.0,46.0,45.0,19.11101854,63.61863329,6.13044384,192.2268226,Maharashtra,greenavare
85.0,56.0,26.0,23.01678343,74.65734922,6.37628923,200.73404858,Assam,seemebadnekai
77.0,49.0,17.0,22.35601857,73.45679699,7.19752348,174.22162746,Jharkhand,greenpeas
70.0,37.0,29.0,22.08881192,69.34651626,6.10843518,280.99112845,West Bengal,ragi
66.0,53.0,33.0,22.88380227,77.68873985,6.94132377,216.82792869,Uttar Pradesh,rubber
65.0,58.0,39.0,25.6846622,57.93987297,6.15864687,72.90330459,Uttarakhand,ashgourd
69.0,52.0,38.0,26.97794698,78.67158829,6.8612829,67.65373753,Assam,coffee
92.0,51.0,44.0,26.83423411,71.8238575,5.48369951,85.17962344,Rajasthan,ridgegourd
72.0,48.0,28.0,24.94076913,55.4310075,7.81733901,83.14251555,Assam,ridgegourd
64.0,50.0,40.0,23.24903596,55.85646802,5.78963609,207.91379252,Karnataka,ridgegourd
88.0,43.0,17.0,21.45312287,70.00940764,6.74195453,143.8570589,Assam,mungbean
62.0,37.0,19.0,23.44908349,74.32550762,6.83104397,91.26819268,Himachal Pradesh,lemon
73.0,47.0,42.0,26.7115132,74.97034496,6.18629636,76.44478781,Bihar,mustardoil
98.0,43.0,32.0,23.66048546,77.0766232,6.70202255,291.9096717,Madhya Pradesh,ashgourd
61.0,36.0,17.0,23.28597917,74.07962887,7.09026621,221.97485804,Jharkhand,ginger
61.0,48.0,38.0,22.4170257,61.94778753,6.58431632,297.9686176,West Bengal,beans
81.0,54.0,17.0,23.52906163,61.9717974,5.86077202,115.56540642,Madhya Pradesh,cashewnuts
94.0,40.0,40.0,20.77763001,79.11537019,6.16355539,226.64766549,Mizoram,leafyvegetable
89.0,59.0,36.0,24.91814771,70.61109126,6.4936837,170.29593466,Punjab,lemon
90.0,52.0,17.0,24.286558,64.68457578,5.75011648,107.23924909,Punjab,raddish
73.0,35.0,43.0,22.66657518,70.21254582,6.79301251,272.02712418,Uttar Pradesh,hybridcumbu
98.0,42.0,33.0,19.84678809,71.19914557,6.11383185,230.84686527,Tamil Nadu,cucumber
66.0,51.0,19.0,20.13965732,72.74148969,6.57707124,297.18300201,Karnataka,frenchbeans
65.0,51.0,30.0,21.54671686,74.85893364,6.02050689,115.07531591,Gujarat,seemebadnekai
79.0,39.0,26.0,25.46555003,67.35966218,7.3043513,272.43268533,Madhya Pradesh,pigeonpeas
79.0,51.0,36.0,24.26858066,59.89497743,7.26170401,148.82369851,Gujarat,leafyvegetable
87.0,39.0,31.0,23.94848329,63.56113899,6.3674564,84.4361791,Kerala,wheatatta
67.0,46.0,22.0,23.12087309,69.03731009,7.91966328,251.64295454,Jharkhand,ginger
81.0,55.0,26.0,18.83395355,63.77958268,5.41091677,66.37583975,Karnataka,groundnut
80.0,36.0,29.0,20.47973056,80.63972837,5.19350318,76.30747789,Goa,elephantyam
99.0,39.0,41.0,24.53217566,62.44820644,7.71007557,168.75594381,Bihar,amphophalus
99.0,48.0,29.0,25.89928325,79.32939486,7.38961288,216.68175806,Andhra Pradesh,soyabean
77.0,43.0,36.0,25.26884442,78.7696759,7.62155756,112.36039904,Bihar,masurdal
78.0,36.0,16.0,20.92263316,61.96375095,5.84141705,280.9419621,Tamil Nadu,tinda
68.0,52.0,24.0,21.17852539,82.15340927,7.10852235,157.2819611,Jharkhand,pigeonpeas
92.0,41.0,28.0,21.46743048,76.6153562,5.74067242,255.23191681,Tripura,chanadal
98.0,54.0,22.0,22.54792301,77.88728371,5.58765455,148.12117431,Chhattisgarh,leafyvegetable
67.0,52.0,18.0,26.68637329,83.36901448,5.4793709,66.88256215,Assam,ginger
83.0,49.0,23.0,23.01073654,77.40039406,7.08675108,266.13149812,Arunachal Pradesh,amla
85.0,57.0,39.0,21.24990929,78.66511137,7.44155847,74.23183647,West Bengal,amphophalus
69.0,56.0,33.0,25.88413366,63.2473963,7.03788711,280.14206826,Manipur,sweetpotato
70.0,47.0,30.0,18.88722587,81.48918112,6.59288158,140.33563441,Himachal Pradesh,onion
84.0,57.0,23.0,23.45138647,69.81688043,5.68517541,171.27224718,Andhra Pradesh,soyabean
85.0,56.0,43.0,20.69935002,56.26481113,7.16848732,258.43110679,Jharkhand,rice
79.0,37.0,25.0,21.43236845,59.03330767,7.27717392,188.50154053,Punjab,greenpeas
98.0,47.0,36.0,23.6900182,62.73556955,7.44088835,243.45833197,Assam,kinnow
95.0,53.0,45.0,19.56051471,73.4630719,7.83466892,195.62554327,Odisha,pigeonpea
93.0,59.0,19.0,19.0274371,75.92131161,7.82170196,215.84188567,Bihar,littlegourd
96.0,46.0,27.0,22.59483912,78.20337841,5.98968015,91.1594654,Telangana,apple
70.0,55.0,43.0,22.22587367,78.06447316,6.70531817,233.00781083,Jharkhand,mothbeans
93.0,40.0,16.0,21.96865524,67.60331995,7.56702966,204.43742028,Tripura,spinach
60.0,59.0,41.0,26.186387,66.41463688,6.22392766,90.88694788,Uttarakhand,sesamum
75.0,41.0,31.0,18.78699195,74.52725402,6.09142941,152.9199006,Gujarat,tapioca
87.0,58.0,33.0,20.67986834,72.26553382,6.51175131,192.27146928,Goa,greenpeas
93.0,43.0,32.0,19.7963007,71.86152704,7.88543461,255.15975187,Madhya Pradesh,fieldpea
99.0,59.0,42.0,26.06287559,61.07392161,7.1118864,65.2692946,Manipur,fish
69.0,45.0,29.0,20.79400589,59.07913048,6.70821351,259.62193206,Gujarat,grapes
87.0,41.0,22.0,19.39342565,66.06604534,7.73479553,112.20199859,Bihar,barley
82.0,58.0,26.0,25.32475447,75.07208602,5.00333565,281.291314,Gujarat,tapioca
92.0,57.0,28.0,26.74764521,81.19313421,7.38638682,222.37555138,Punjab,apple
70.0,59.0,33.0,25.38072112,76.23561135,5.8948626,287.89323736,Arunachal Pradesh,cowpea
84.0,60.0,19.0,26.08814021,68.23887746,6.28153208,91.57871973,Telangana,jute
70.0,49.0,21.0,20.47848552,67.62587526,6.0138483,163.80677546,Tamil Nadu,cotton
90.0,49.0,18.0,19.42408736,74.7819295,6.24924442,81.31898847,Tripura,spongegourd
67.0,52.0,16.0,19.5061409,57.75926061,6.1169667,61.01773526,Jharkhand,brinjal
88.0,39.0,44.0,26.28833269,82.11001598,5.47891175,295.89942874,Goa,tobacco
71.0,35.0,28.0,25.56713269,68.75602822,5.48322391,129.22088504,Nagaland,greenchilli
63.0,42.0,15.0,25.0236449,81.19667553,5.67751295,74.69618901,Manipur,beetroot
71.0,37.0,43.0,21.35120519,76.00065103,5.61486544,284.28803688,Himachal Pradesh,karamani
68.0,46.0,32.0,23.24354325,70.57143527,7.99518578,281.24820101,Sikkim,ashgourd
78.0,36.0,35.0,24.77025244,68.15789075,5.31446393,166.31351906,Madhya Pradesh,kinnow
83.0,39.0,36.0,19.69959216,79.95817345,5.58959129,261.84893559,West Bengal,potato
66.0,37.0,33.0,18.99657149,67.03317868,7.72681541,104.83602712,Andhra Pradesh,garlic
71.0,47.0,33.0,19.66827942,80.37728929,7.65320961,227.66459263,Meghalaya,elephantyam
99.0,58.0,28.0,19.14965945,73.4784494,5.03567364,70.76907278,Meghalaya,lemon
73.0,56.0,42.0,24.78338685,69.09458867,5.89860898,193.35101157,Haryana,rubber
77.0,47.0,23.0,26.36698022,69.16891516,5.78604706,191.79395416,Manipur,sweetpumpkin
82.0,48.0,26.0,26.32870909,64.98194115,5.47261681,222.70454381,Arunachal Pradesh,greenbanana
80.0,37.0,34.0,22.07169131,66.98686554,6.97808663,94.76865989,Himachal Pradesh,lemon
88.0,39.0,28.0,20.27867517,71.17672232,7.94641214,235.26231322,West Bengal,coriander
65.0,59.0,21.0,22.79281489,57.26626077,5.60984685,93.5026161,Punjab,coconutseed
63.0,49.0,34.0,25.50320289,80.866415,6.88338646,221.2743027,Uttarakhand,peascod
74.0,56.0,26.0,24.93038955,70.4819972,6.19199549,119.76046876,Arunachal Pradesh,zizyphus
98.0,41.0,18.0,25.31824649,62.10175203,6.93479323,98.39497245,Sikkim,amorphophallus
90.0,52.0,37.0,25.78957043,73.34545907,5.07581642,172.02201079,Andhra Pradesh,elephantyam
87.0,51.0,21.0,18.89873573,80.7527718,6.24240187,281.4541584,Mizoram,turmeric
89.0,52.0,44.0,21.00838888,78.28620005,7.00532981,173.41968718,Telangana,cauliflower
65.0,46.0,34.0,26.86713322,74.94435294,7.35392397,214.4623717,Haryana,drychillies
81.0,37.0,43.0,26.52812873,70.48656479,7.51106106,251.26066982,Goa,raddish
79.0,45.0,32.0,24.27833538,62.01205864,5.94723442,159.14322516,Bihar,pigeonpea
65.0,40.0,35.0,19.40985339,58.58780152,6.12906446,294.60383994,Karnataka,linseed
62.0,43.0,28.0,26.51846492,60.22076532,6.16943745,144.45335978,Odisha,chickpea
70.0,40.0,43.0,26.48486199,80.39664243,5.67892501,186.01769442,Tripura,bottlegourd
77.0,37.0,26.0,21.88575323,83.66146345,7.84919167,154.23002148,Nagaland,sweetpotato
89.0,55.0,35.0,21.02469933,68.38877784,7.29275424,115.14968396,Tripura,ginger
75.0,43.0,41.0,20.60349459,73.42481665,7.20900618,185.34915718,Manipur,beetroot
99.0,36.0,20.0,22.31155113,68.47009154,7.75755461,265.58797041,Goa,clusterbeans
81.0,41.0,30.0,26.38665816,56.78774578,7.5590484,296.74876839,Karnataka,fieldpea
77.0,37.0,36.0,19.82752893,84.63159247,5.49222656,123.48910157,Punjab,rubber
71.0,43.0,37.0,24.89719123,59.68038452,7.05007849,147.12338949,Chhattisgarh,pigeonpea
66.0,56.0,37.0,22.07087312,65.27853045,6.0988706,199.86583106,Goa,maidaatta
81.0,38.0,23.0,25.33397652,67.34788169,5.21589982,241.33121046,Haryana,maize
65.0,37.0,29.0,19.24260436,82.82422571,6.13278485,296.36126946,Andhra Pradesh,mustardoil
80.0,50.0,41.0,19.58452251,63.45657985,7.48402804,219.01923772,Madhya Pradesh,redgram
99.0,50.0,34.0,21.35183054,76.32157435,5.56072771,194.83061434,Tamil Nadu,mustard
78.0,53.0,23.0,23.53617898,63.05323778,7.28963869,219.11504084,Himachal Pradesh,sapota
81.0,44.0,42.0,19.3456647,68.16050626,6.84309894,296.22466048,Rajasthan,elephantyam
86.0,54.0,39.0,21.07718691,57.83089704,6.0457522,133.77025057,Karnataka,rubber
94.0,40.0,38.0,25.59470882,82.31673275,5.04928754,153.8692536,Maharashtra,jute
95.0,36.0,38.0,25.37106863,82.33991617,5.99758917,246.6389588,Chhattisgarh,turmeric
85.0,43.0,32.0,19.59007889,82.68219685,5.89042761,265.27608764,Jharkhand,sesamum
81.0,41.0,18.0,23.85282386,62.94617822,7.41735994,107.75556753,Meghalaya,drychillies
95.0,38.0,17.0,22.19451615,71.49398465,5.72126513,143.60845488,Uttarakhand,chanadal
69.0,40.0,24.0,18.37679064,73.7880005,5.38052123,108.03849054,Manipur,capsicum
75.0,39.0,20.0,20.53522904,81.51067699,7.67280852,263.44073281,Sikkim,methileaves
86.0,55.0,44.0,22.76403784,65.71657018,6.27334794,204.88627085,Odisha,lentil
74.0,57.0,34.0,22.38044513,56.73670212,5.5923113,72.38498018,Mizoram,blackgram
67.0,40.0,41.0,23.53344153,72.18107827,7.21142103,73.66254846,Telangana,bittergourd
86.0,50.0,29.0,20.92671024,75.85259282,6.39641049,129.30730838,Tamil Nadu,groundnutseed
100.0,54.0,38.0,20.36852719,58.85438968,5.27631815,119.42658619,Odisha,turnip
96.0,45.0,29.0,19.56361312,68.15392034,7.13146665,154.37901922,Tamil Nadu,chholia
97.0,54.0,16.0,26.66694462,56.88578743,7.98450435,179.46725974,Manipur,potato
69.0,39.0,18.0,22.08323281,60.49306559,7.06759534,224.31513754,Manipur,mungbean
78.0,39.0,44.0,21.91634338,70.5038115,6.46069758,133.83795734,Goa,kinnow
84.0,60.0,23.0,24.99210524,62.04433189,7.74641387,130.1618985,Telangana,pigeonpea
68.0,42.0,37.0,26.96962206,84.530886,6.87349144,148.08854954,Odisha,chickpea
79.0,54.0,32.0,19.32722539,69.25290973,7.84963291,257.69173764,Karnataka,urddal
64.0,40.0,19.0,22.21779334,68.1645586,7.37182737,129.22639199,Telangana,bengalgram
96.0,44.0,41.0,20.30081035,78.2500083,6.64165274,269.36300311,Gujarat,greenchilli
69.0,58.0,19.0,18.09002868,63.99021976,5.02334091,162.54911549,Bihar,mango
78.0,51.0,36.0,24.33340481,74.04253938,6.9358954,213.24381044,Uttar Pradesh,lentil
80.0,52.0,43.0,19.23469995,77.24538876,6.04998706,60.10868947,Haryana,dusterbeans
89.0,39.0,17.0,24.2394991,71.61374505,5.64556216,100.76640946,Uttar Pradesh,karamani
64.0,47.0,31.0,21.75054079,81.78261085,7.15994393,185.59060346,Meghalaya,blackgram
75.0,48.0,27.0,22.59629301,75.02001957,5.74892067,131.28005995,Chhattisgarh,raddish
88.0,46.0,35.0,19.95213248,66.79284305,6.8848957,203.05782057,Manipur,moathdal
63.0,60.0,27.0,24.97706051,62.65529737,5.76619726,155.10339064,Uttarakhand,mustard
84.0,38.0,38.0,25.89838456,77.07405934,6.34049664,147.19979893,Rajasthan,raddish
85.0,57.0,27.0,19.91156772,56.22968576,6.16770718,198.43477408,Gujarat,seemebadnekai
75.0,39.0,22.0,22.19561978,59.21230672,5.20008481,177.05065072,Punjab,maidaatta
98.0,57.0,26.0,19.94462077,65.28505584,5.4024183,184.05576345,Tripura,taramira
94.0,59.0,25.0,18.91144323,56.66446264,6.98304772,240.34690677,Manipur,clusterbeans
63.0,40.0,16.0,23.29784161,73.38059908,5.90673459,284.1183237,Maharashtra,elephantyam
75.0,45.0,32.0,20.80331856,68.76127811,7.07462945,296.33765754,Nagaland,seemebadnekai
86.0,43.0,20.0,26.01496879,73.6840813,7.34750654,187.2352457,Punjab,barley
75.0,57.0,42.0,23.86647993,76.70590479,7.1953216,209.34425835,Haryana,longmelon
79.0,46.0,39.0,21.61652742,56.35588661,6.68027804,275.59005517,Goa,roundgourd
93.0,57.0,24.0,18.21056569,64.60928001,7.39639566,123.21382709,Punjab,paddy
92.0,45.0,22.0,18.11696237,75.08030481,6.0070794,257.69728536,Uttarakhand,elephatyam
67.0,56.0,44.0,19.49194283,81.65913581,6.33300327,275.12369156,Assam,cucumber
78.0,60.0,26.0,22.62694096,58.77273921,5.56885472,135.47870178,Mizoram,betalleaves
74.0,59.0,36.0,24.36456015,78.17021152,5.73159737,75.75075301,Tamil Nadu,methileaves
69.0,51.0,22.0,18.84770871,75.41802914,7.72555213,296.64134766,Andhra Pradesh,pineapple
64.0,40.0,32.0,25.72468241,65.24282599,5.96467673,78.48342583,Himachal Pradesh,mothbeans
81.0,48.0,38.0,22.0708791,55.29305651,6.29369518,287.32448476,Maharashtra,jaggery
82.0,50.0,16.0,21.48369351,84.24421761,6.85550018,80.85956064,Gujarat,snakeguard
90.0,53.0,18.0,26.58760434,80.68808276,7.81225372,60.68317532,Tripura,jute
89.0,40.0,32.0,23.97379972,78.94555355,5.89203012,199.81564872,Uttar Pradesh,cashewnuts
99.0,51.0,26.0,22.35693358,79.4124308,7.40743672,160.01899964,Uttar Pradesh,pomegranate
81.0,46.0,42.0,20.30995557,69.42031088,6.92102106,289.73055141,Punjab,greenchilli
66.0,52.0,17.0,18.29255127,61.63722594,7.5039285,156.65227582,West Bengal,tamarindfruit
94.0,55.0,41.0,23.08978108,57.26976347,5.10890335,64.25692009,Haryana,methileaves
87.0,38.0,21.0,25.91282885,67.99983437,5.05230571,112.54324651,Tamil Nadu,coconutoil
81.0,58.0,33.0,18.18033447,78.66977342,7.4323136,78.82724115,West Bengal,masurdal
88.0,59.0,43.0,26.13801503,74.91928368,5.0619953,150.94468055,Assam,corrianderseed
83.0,54.0,39.0,18.32558058,66.33868964,7.48201029,263.83926583,Bihar,tamarindfruit
92.0,44.0,20.0,20.73552467,69.2657164,5.13246615,97.56111905,Maharashtra,brinjal
78.0,37.0,36.0,26.99711684,66.15766364,7.09284249,88.16814092,Manipur,brokenrice
60.0,60.0,23.0,21.03672036,55.25458424,7.80547382,229.68836781,Arunachal Pradesh,turdal
88.0,50.0,24.0,24.33389752,75.95563442,7.49092742,240.21165646,Bihar,mango
77.0,45.0,23.0,18.71484991,67.46192332,7.7243063,140.59775655,Maharashtra,bengalgram
83.0,43.0,16.0,21.17463064,73.5966157,6.12029776,246.90406816,Telangana,guar
99.0,58.0,30.0,22.58529441,80.1386931,7.08013668,62.91192388,Uttar Pradesh,corrianderseed
90.0,42.0,44.0,25.27506686,73.94130608,7.4605356,267.24326396,Andhra Pradesh,onion
74.0,50.0,19.0,19.43400667,61.36735018,7.49242062,219.15895521,Mizoram,sesamum
96.0,46.0,43.0,23.90084812,60.96542641,7.70397332,114.07050786,Chhattisgarh,fieldpea
66.0,42.0,41.0,18.58745004,65.14436345,5.43711262,172.92793377,Manipur,beans
79.0,52.0,40.0,21.07449866,58.40311903,7.87621579,247.71697472,Kerala,mungbean
97.0,39.0,34.0,21.55531023,74.3016158,7.99457118,103.2635017,Sikkim,copra
65.0,35.0,30.0,19.2902128,59.39814331,6.26912455,212.13883282,Kerala,sapota
80.0,56.0,16.0,21.58950687,78.29263397,5.21917467,71.80724641,Odisha,coriander
82.0,52.0,42.0,25.12167514,57.67268444,6.87726002,149.66255265,Uttar Pradesh,horsegram
81.0,41.0,30.0,25.29128514,59.52091309,7.33242151,164.02870731,Kerala,cabbage
75.0,50.0,28.0,24.0314979,72.31004718,6.23888734,293.61313471,Karnataka,leafyvegetable
94.0,54.0,18.0,24.67749014,61.08641534,5.84715863,227.02277025,Odisha,elephatyam
60.0,58.0,44.0,20.4263188,76.15340861,5.61006729,87.22206517,Gujarat,cabbage
99.0,58.0,28.0,23.82565909,72.39122497,5.61975408,257.06458175,Madhya Pradesh,roundgourd
69.0,59.0,17.0,18.34404746,76.10205543,7.98433536,136.630825,Chhattisgarh,maidaatta
97.0,46.0,39.0,26.17545274,66.35339072,7.45962052,276.74523625,Rajasthan,cucumber
76.0,60.0,36.0,24.54371044,76.43686181,7.33390846,246.26765461,Assam,cashewnuts
65.0,47.0,43.0,20.44235164,76.54353187,7.24205777,295.50826684,Tripura,brinjal
62.0,58.0,33.0,21.76233141,55.73447041,5.94049194,217.083497,Chhattisgarh,mungbean
93.0,36.0,45.0,26.43349373,70.787423,6.77459259,62.33233302,Chhattisgarh,sweetpotato
65.0,39.0,33.0,19.64616903,66.68759299,7.67992518,216.54711447,Manipur,kidneybeans
89.0,50.0,43.0,26.42090479,69.81174021,5.29235878,246.0532349,Himachal Pradesh,tapioca
83.0,48.0,25.0,26.3424503,57.19312978,6.26738463,67.86253639,Chhattisgarh,beetroot
66.0,45.0,42.0,19.91909209,80.24276959,5.65394343,127.83259093,Haryana,beetroot
63.0,36.0,31.0,24.00216525,67.20409923,6.94224364,89.02919645,Meghalaya,amphophalus
82.0,37.0,44.0,19.54167115,73.79405823,7.5992783,207.34649447,Himachal Pradesh,turnip
86.0,43.0,39.0,21.73988851,58.10839157,7.7709783,215.44505792,Rajasthan,carrot
86.0,48.0,17.0,20.38746729,64.10027324,5.58540876,73.07645585,Kerala,corrianderseed
71.0,57.0,37.0,19.28327512,69.96961334,6.24304731,267.37206918,Uttar Pradesh,grapes
85.0,56.0,43.0,20.62388609,73.90969455,7.50200937,199.15462102,Haryana,rubber
66.0,52.0,44.0,22.65696584,73.47359671,7.13124768,110.12041031,Nagaland,potato
90.0,50.0,27.0,21.87242725,71.82073132,6.78450445,169.16504751,Tamil Nadu,betalleaves
91.0,55.0,21.0,18.33389064,73.82500428,7.61290672,63.54845312,Kerala,guava
94.0,45.0,29.0,22.76535708,69.44995122,7.03726187,240.01796015,Jharkhand,wheat
93.0,38.0,31.0,21.93658516,80.7667848,6.53792736,182.81736289,Punjab,beans
78.0,43.0,37.0,18.33319469,80.5212026,6.79169714,69.5561708,Karnataka,colacasia
69.0,39.0,27.0,26.61123354,64.1394804,7.0018,67.42941504,Uttarakhand,amla
83.0,54.0,36.0,19.38720255,60.63360087,6.3299204,258.70209199,Arunachal Pradesh,hybridcumbu
73.0,55.0,44.0,21.73760313,59.05600122,5.56865501,267.03783311,Himachal Pradesh,dusterbeans
71.0,43.0,26.0,22.46792825,57.29702822,5.31714274,263.8332844,Himachal Pradesh,peas
95.0,59.0,42.0,23.99941469,60.43472344,5.72276137,82.18758418,Telangana,nigerseed
75.0,49.0,38.0,25.48562799,77.11500165,7.26433697,278.05469727,Andhra Pradesh,fish
83.0,36.0,33.0,21.53595444,55.41950098,6.55580722,135.74694613,Assam,sapota
74.0,36.0,45.0,18.55298717,72.25685192,5.65165387,185.72088585,Meghalaya,ladiesfinger
79.0,49.0,32.0,21.43931936,72.86809336,5.62609688,232.00390398,Nagaland,cumbu
81.0,42.0,23.0,24.13676866,66.34780768,7.09866557,102.41123199,Odisha,mustardoil
99.0,54.0,37.0,18.83307891,75.22679536,6.8789637,137.64000373,Rajasthan,greenbanana
71.0,58.0,45.0,18.10555707,67.13125889,6.41896472,207.23107662,Uttarakhand,ragi
60.0,56.0,19.0,21.29036091,67.92081398,6.01079079,190.23053132,Goa,garlic
61.0,53.0,16.0,21.84615153,79.9206447,7.91353539,171.82759155,Tamil Nadu,brinjal
67.0,42.0,43.0,18.8590342,72.18688702,6.81391393,101.06265159,Madhya Pradesh,cashewnuts
74.0,44.0,35.0,25.58912437,67.64549885,6.55975711,89.93031165,Goa,plum
91.0,43.0,41.0,20.47207772,81.46542,7.77341076,151.47305888,Goa,mustard
70.0,58.0,18.0,26.39449885,58.97609105,7.93131191,186.14484385,Tamil Nadu,wood
75.0,49.0,26.0,20.448116,84.87226253,5.22455748,61.02609672,Arunachal Pradesh,hybridcumbu
78.0,57.0,30.0,21.81062872,56.85440871,7.98852611,104.80699701,Arunachal Pradesh,carrot
69.0,58.0,32.0,23.33651574,55.4505829,5.64449232,101.49598921,Uttar Pradesh,rubber
74.0,38.0,41.0,23.27248407,80.06420285,5.18034266,179.5170442,Madhya Pradesh,cauliflower
76.0,59.0,34.0,19.19821577,75.75774702,5.5062947,84.66551876,Rajasthan,peppergarbled
95.0,48.0,43.0,26.15081279,81.14267572,6.93180221,72.01459481,Andhra Pradesh,chanadal
67.0,46.0,30.0,19.83616162,81.49780434,7.23206051,61.48811188,Assam,methileaves
64.0,41.0,34.0,20.26065475,69.62475733,7.32276296,132.84419029,Goa,chanadal
84.0,54.0,24.0,25.76380173,83.48488473,5.11590846,292.15370927,Nagaland,littlegourd
65.0,51.0,16.0,22.40710642,84.55252233,5.97814838,257.02582619,Tripura,pear
71.0,59.0,25.0,18.36890765,75.18916464,7.3599411,129.17649325,Andhra Pradesh,urddal
87.0,41.0,43.0,19.40783784,62.77659576,7.4080083,199.29762468,Odisha,ladiesfinger
91.0,49.0,29.0,26.47475256,66.00229486,5.46381508,101.3115088,Maharashtra,peppergarbled
90.0,47.0,22.0,18.42971991,57.58116392,7.58461282,182.32764478,Maharashtra,spongegourd
72.0,40.0,21.0,25.71346116,59.62000672,6.70153437,228.87964205,Bihar,greenchilli
77.0,57.0,31.0,25.55739496,83.44038154,6.07909133,221.76862278,Tripura,clusterbeans
88.0,36.0,30.0,26.23330416,82.45645192,5.03002024,232.19545522,Telangana,thinai
98.0,52.0,28.0,26.14702957,74.55766532,7.79759432,260.63104829,Sikkim,cucumber
85.0,45.0,33.0,22.80210368,70.73085894,6.87969663,298.80428718,Goa,lime
65.0,53.0,30.0,25.9289779,84.47828123,6.26793565,190.17690637,Bihar,horsegram
75.0,46.0,41.0,26.05861345,61.68546963,5.02936836,244.31072702,Sikkim,elephatyam
85.0,49.0,23.0,26.64312559,67.66085813,6.24011802,226.57826889,Mizoram,greenbanana
93.0,46.0,19.0,18.7169362,71.51394647,5.8877955,136.23583138,Goa,spongegourd
72.0,58.0,26.0,19.95307315,79.50478632,5.40911117,258.19076484,Punjab,longmelon
83.0,57.0,36.0,20.03582829,70.91203443,6.1660796,276.82606493,Chhattisgarh,barley
75.0,45.0,19.0,25.8788136,75.58239313,7.96579667,111.64433006,Mizoram,cabbage
91.0,50.0,41.0,26.67273059,68.98829098,6.9381108,232.43449933,Karnataka,guar
80.0,50.0,19.0,19.891552,73.28177792,5.45117832,283.81448296,Maharashtra,linseed
91.0,43.0,22.0,18.21764804,72.5860967,5.98537563,203.92084751,Bihar,taramira
77.0,44.0,27.0,25.63212469,70.19507621,6.77002443,136.88646533,Jharkhand,rubber
80.0,56.0,41.0,23.77367585,73.07499249,6.89426404,66.58517958,Mizoram,greenavare
71.0,54.0,39.0,24.63416647,67.7967869,7.48679076,294.94895334,Rajasthan,longmelon
76.0,43.0,32.0,21.05417981,62.31856757,7.11092631,254.37217268,Uttarakhand,watermelon
67.0,59.0,27.0,25.1552419,61.81748393,6.21642257,198.91312724,Assam,garlic
62.0,44.0,25.0,23.19914989,57.74962717,6.46153051,251.31247393,Karnataka,longmelon
89.0,38.0,25.0,25.87414527,56.29066528,5.78825838,174.4697754,Meghalaya,castorseed
73.0,51.0,19.0,26.30978192,56.5473907,7.17711752,67.57316482,Assam,jute
87.0,42.0,25.0,23.83782739,70.96757619,7.6431898,164.4177226,Sikkim,barley
79.0,55.0,40.0,26.28339908,70.59736044,5.43862418,151.95539384,Andhra Pradesh,betalleaves
88.0,49.0,35.0,21.40528211,69.24790601,6.25309832,292.2467533,Maharashtra,lime
74.0,44.0,43.0,22.52581841,65.6114762,7.2153953,230.93833533,Kerala,gingellyoil
87.0,57.0,39.0,20.24250079,76.38270194,6.29462156,152.34843865,Nagaland,cauliflower
92.0,37.0,24.0,25.67669966,58.22188867,7.88724366,270.59446262,Telangana,paddy
95.0,44.0,45.0,21.35781323,56.24722426,5.83379448,132.61297128,Mizoram,plum
81.0,38.0,22.0,22.98157666,77.70258777,6.94573412,288.11576467,Uttar Pradesh,lentil
77.0,47.0,18.0,19.50861886,63.70492567,7.42649443,294.06160279,Arunachal Pradesh,brokenrice
87.0,44.0,31.0,22.98949805,62.25819074,6.68291965,241.61106841,Andhra Pradesh,papaya
63.0,54.0,22.0,21.49111706,76.18700216,5.78828148,288.04249965,Nagaland,peascod
79.0,53.0,20.0,22.46214319,63.86272784,7.59683808,159.00147626,Himachal Pradesh,karamani
83.0,39.0,23.0,21.75510732,79.39198803,7.17988332,287.91456766,Sikkim,seam
93.0,46.0,22.0,18.8246623,72.07032428,7.31393032,175.94605327,Goa,paddy
