N,P,K,temperature,humidity,pH,rainfall,crop,yield
72.0,43.0,31.0,19.93217793,76.88662449,5.14914149,245.41822598,pigeonpeas,17024.95
97.0,37.0,41.0,21.15621636,60.93022891,6.40050667,159.76783574,sweetlime,21602.79
72.0,53.0,21.0,25.50009629,82.99822411,7.39024919,105.33823926,greenavare,13443.66
88.0,36.0,34.0,22.49020268,70.67150922,5.45120265,64.86675797,drumstick,22949.32
65.0,40.0,26.0,22.50407173,65.90743583,5.78654667,216.79815807,masurdal,23454.1
75.0,47.0,19.0,26.81592686,59.80178205,6.20544121,215.79568881,rubber,11087.76
100.0,52.0,30.0,23.46198226,64.51276848,7.25501941,240.90613422,longmelon,14682.82
87.0,54.0,44.0,18.33796373,56.8191058,6.74262128,75.66395842,ginger,2338.69
99.0,56.0,43.0,21.70862909,77.04874358,5.38440347,90.64557139,tapioca,13431.19
92.0,49.0,33.0,22.03854878,65.3087501,5.97379785,175.04420022,cauliflower,18218.06
84.0,59.0,18.0,21.18439944,84.07104481,5.16210466,273.55385964,tapioca,14681.08
83.0,44.0,31.0,22.29095156,69.37586403,6.49115946,77.11859229,mango,22275.04
67.0,48.0,40.0,18.29829717,76.94118176,6.82615001,177.39719216,maidaatta,12432.26
61.0,47.0,43.0,21.37975028,70.09933349,5.52866833,191.33664898,muskmelon,23356.09
88.0,45.0,41.0,23.65906252,62.01128483,7.56107944,280.72718051,ashgourd,16102.39
96.0,43.0,24.0,24.01330054,83.9574125,6.93261537,128.75570605,pomegranate,27708.0
62.0,46.0,25.0,22.15546997,83.51280677,7.89556239,288.77439471,suratbeans,17019.74
76.0,46.0,18.0,18.68261821,59.94801604,5.56484882,60.38350705,garlic,1565.95
80.0,46.0,24.0,18.34397645,60.28138622,6.24506167,183.6124493,clusterbeans,13399.23
62.0,57.0,44.0,21.91490169,55.31985078,6.21180658,284.98098831,pigeonpea,19517.27
71.0,42.0,32.0,21.60732073,69.55320181,5.67692271,174.90318051,carrot,12147.71
71.0,47.0,27.0,22.66580837,55.16555104,7.02751422,116.0813029,wheatatta,2715.21
77.0,37.0,37.0,23.39114351,65.3254445,5.68846669,64.56975597,amaranthus,17868.31
95.0,50.0,31.0,25.58769915,68.71310136,5.19692605,88.51836938,spinach,17502.38
83.0,36.0,37.0,23.4488426,71.95682843,6.69716431,240.71357425,watermelon,20214.59
87.0,58.0,32.0,26.27654863,81.86944579,6.7172354,189.37205687,muskmelon,21080.65
92.0,51.0,35.0,18.14241862,63.71599341,5.89973027,260.46208774,bittergourd,12886.02
97.0,58.0,36.0,21.18826994,63.8964352,6.96394302,161.73718648,blackpepper,1033.98
81.0,39.0,45.0,20.47460646,78.90348907,6.15363322,296.23117321,apple,27195.4
70.0,40.0,35.0,24.59467142,82.69354419,5.83091476,102.48527801,littlegourd,22024.56
99.0,51.0,22.0,25.86796209,66.33333609,5.09529666,184.4373531,paddy,3695.96
80.0,54.0,26.0,25.26651278,76.01965369,5.72274799,161.624311,greenpeas,12762.94
76.0,50.0,36.0,18.97838261,73.05979471,6.49159558,288.18181591,orange,18902.29
81.0,57.0,22.0,19.35477635,73.4194998,7.88371335,128.63141876,jute,17802.54
78.0,45.0,31.0,20.54198045,65.3180575,7.3559959,221.05105765,rajgir,23548.59
75.0,42.0,26.0,24.36584579,66.77847947,5.68277638,253.51629009,whitepumpkin,16231.68
95.0,52.0,36.0,18.0245806,64.07974071,5.38105797,185.05787859,banana,27915.39
96.0,44.0,26.0,19.00375304,66.40371682,6.93310593,204.73086186,amaranthus,23542.76
66.0,58.0,25.0,26.01840338,81.25632363,5.02589863,192.70560639,cumbu,15770.65
97.0,55.0,40.0,20.32608082,74.57264056,5.51443646,200.30548491,tinda,11167.98
97.0,41.0,26.0,24.71573388,77.09211395,7.98713956,253.9834638,leafyvegetable,23586.52
86.0,50.0,18.0,22.62358861,56.55870228,6.7430007,268.7473854,guar,17639.19
73.0,47.0,30.0,19.10297319,66.49214255,5.33224439,103.05787415,arecanut,16662.0
91.0,38.0,34.0,18.79273943,72.92574301,7.87430411,143.93041573,lentil,18553.68
64.0,57.0,32.0,23.17940688,79.95521229,6.99934333,62.72323013,onion,19280.15
73.0,37.0,25.0,20.23322921,73.74751289,5.85040974,152.82913389,greenavare,21642.4
92.0,43.0,38.0,26.47868062,84.51715178,6.28330936,120.48105228,greenchilli,18121.79
78.0,38.0,21.0,18.03372753,75.8406159,5.86435905,198.05577805,greenavare,19032.99
91.0,39.0,32.0,22.18344265,60.45344182,5.80563794,280.99927632,greenonion,24050.5
66.0,54.0,26.0,19.75875988,83.73545683,6.25781987,242.18209091,carrot,15444.86
73.0,36.0,42.0,18.43077892,71.54328643,5.14143787,80.84103914,horsegram,20624.43
98.0,46.0,40.0,25.07514694,73.53655005,6.89950918,109.93217726,fieldpea,20582.69
66.0,55.0,26.0,25.75076809,76.12953463,7.0995728,248.67123857,capsicum,22549.34
74.0,39.0,26.0,24.97782156,78.95512003,6.41037397,239.97932479,chillycapsicum,15052.91
85.0,38.0,30.0,24.70150751,81.08865637,5.37593317,174.46173331,guava,14767.14
95.0,35.0,44.0,19.56527219,76.65023808,5.51262296,86.53770421,amla,12167.31
63.0,49.0,16.0,19.34491241,60.24319322,5.70352092,255.71096195,methileaves,20698.79
84.0,37.0,17.0,24.7425901,57.59434427,6.70836018,155.04454475,ashgourd,18678.79
60.0,41.0,41.0,19.42439883,78.64062069,5.04673424,214.87037297,sapota,21376.06
76.0,46.0,21.0,26.02727106,78.25993572,7.22252791,108.32375173,leafyvegetable,13137.84
86.0,59.0,19.0,25.49201436,58.94281184,6.98657254,197.68834065,carrot,20242.62
62.0,51.0,34.0,22.19530237,79.52609682,7.35832142,224.56822863,cumbu,10304.48
79.0,55.0,20.0,25.57494831,78.68122953,7.4323559,68.20235925,kinnow,13286.7
76.0,47.0,43.0,26.06482333,77.58051826,7.65248628,193.48606037,ginger,2648.18
61.0,49.0,42.0,19.96602639,77.34918842,5.85300367,158.20558614,barley,13043.55
93.0,50.0,40.0,21.27242924,56.29314074,6.40268366,287.41877388,mango,21671.61
75.0,40.0,31.0,22.18654087,78.22856966,6.56788876,237.41118461,chillycapsicum,21843.76
93.0,44.0,21.0,26.15527173,71.89828821,5.7104104,288.57164722,blackgram,11562.72
99.0,40.0,44.0,21.30915215,83.32942798,7.02553778,143.13708651,moathdal,23824.8
73.0,41.0,18.0,19.75120782,73.56077499,7.24700808,201.98820691,drychillies,23152.94
78.0,45.0,24.0,25.81104062,65.46091254,7.48951289,109.82972426,drumstick,17199.47
82.0,54.0,45.0,18.79222668,57.61203905,6.3020475,124.88756048,snakeguard,17707.6
73.0,56.0,26.0,22.61071474,81.31797639,5.92802121,183.42987815,raddish,22006.82
89.0,42.0,30.0,22.59924685,63.96407647,6.68314896,138.80087361,amaranthus,17361.11
78.0,52.0,24.0,19.97841977,68.22129356,6.28829794,94.79123624,castorseed,24211.08
69.0,43.0,22.0,19.57355546,63.93394456,6.12354375,108.14641191,tobacco,15908.99
100.0,57.0,33.0,26.99913995,75.83856406,6.49510821,75.88520876,parval,16681.14
84.0,38.0,28.0,22.58302527,68.59943798,7.04111772,80.09043082,spongegourd,17113.64
76.0,42.0,34.0,25.30073112,70.66854435,6.88540291,210.61035163,cucumber,24596.06
83.0,58.0,34.0,22.67302993,66.16902888,6.13980946,193.3178015,rice,5347.88
92.0,43.0,29.0,25.98454802,81.60958523,5.93552864,200.27463759,corrianderseed,17195.35
77.0,55.0,34.0,25.28522725,55.79829398,5.37451573,66.18959827,orange,27838.53
83.0,51.0,40.0,26.33608599,74.3558468,7.19068687,289.82029056,clusterbeans,13610.85
61.0,40.0,23.0,25.87666866,78.042071,6.24731873,283.65600384,rice,3750.73
68.0,47.0,23.0,19.9806658,72.44568385,5.528872,116.46481893,sweetpumpkin,13280.72
75.0,60.0,43.0,24.23597826,60.99994377,7.34528437,232.92138466,knoolkhol,15084.38
87.0,54.0,41.0,26.16391728,71.59861563,5.89827816,182.7179543,amla,13832.53
77.0,59.0,16.0,24.03992882,74.5173873,7.51225495,147.21032007,sapota,14514.82
63.0,40.0,43.0,20.76297959,62.68902614,5.30886653,122.5293786,sweetpumpkin,15445.85
89.0,42.0,35.0,25.47503542,64.20544326,7.63391887,63.74660823,mothbeans,17854.34
88.0,43.0,43.0,21.53153187,79.90581657,6.33378772,148.40679501,taramira,21360.12
78.0,56.0,31.0,20.62841413,82.72714644,5.84759446,249.15543489,mushrooms,15708.47
73.0,59.0,26.0,25.49033568,57.31709127,6.93859306,176.92422109,rice,3564.85
78.0,41.0,34.0,22.8545171,82.92354025,7.66798377,71.35029213,mothbeans,21284.62
63.0,55.0,29.0,23.64713615,84.39098817,5.27289754,246.013132,pineapple,23345.66
85.0,39.0,34.0,20.2338087,58.11437234,5.99802408,157.49488582,greenpeas,16107.68
74.0,39.0,33.0,18.51945447,78.57234125,7.49609544,149.80044775,beetroot,16056.1
72.0,44.0,16.0,22.92186186,60.10051263,5.26544575,134.38179675,whitepumpkin,17801.96
61.0,41.0,38.0,22.76205879,67.98139784,6.97995336,130.45996473,muskmelon,20865.85
71.0,42.0,29.0,19.1904552,81.52200488,6.27075162,166.75028105,corrianderseed,15695.92
61.0,37.0,23.0,22.03703194,84.39210154,6.44095646,90.04428722,wheatatta,4731.88
83.0,39.0,19.0,18.93332937,82.14341995,6.27023515,272.32262561,frenchbeans,13450.11
86.0,58.0,20.0,18.83190093,71.45614452,7.06334959,103.92846433,guava,15999.74
100.0,43.0,17.0,22.71380669,64.09785876,7.7888296,291.33953714,mushrooms,23171.53
73.0,36.0,41.0,23.11275563,60.19997293,5.60918632,87.98315524,beans,16372.54
96.0,43.0,36.0,20.73629659,59.23291016,5.45702807,282.28851533,turnip,21603.68
62.0,47.0,41.0,18.55123987,68.94194808,5.16898047,164.7974841,sesamum,23298.1
85.0,58.0,25.0,20.58410498,84.33383985,6.24498473,178.21588374,spongegourd,17051.49
60.0,47.0,35.0,26.99403472,64.7830007,7.55158119,168.47269477,moongdal,12403.95
84.0,55.0,38.0,20.32005971,56.83236853,7.01297045,274.36797512,cashewnuts,14659.56
85.0,52.0,29.0,24.39894756,75.89517807,7.88838841,239.01791183,guava,21910.18
77.0,49.0,43.0,19.59993278,64.24343433,6.69147298,272.20912465,arecanut,11207.82
88.0,51.0,27.0,23.59197699,58.24695655,7.25418914,151.27940102,amphophalus,10521.11
82.0,46.0,24.0,23.71573726,79.55131014,5.46100305,271.10761431,kinnow,14380.3
63.0,45.0,16.0,23.12124118,84.27491494,6.88872319,210.6264067,muskmelon,24840.03
86.0,51.0,17.0,22.35609595,57.57386704,6.54964964,83.03128096,taramira,22781.37
86.0,37.0,20.0,19.80142157,68.10620059,6.37468138,273.93914725,turmeric,1128.8
96.0,51.0,22.0,20.37966349,73.82986253,6.86883265,195.53513204,onion,27275.21
94.0,41.0,27.0,20.95378407,63.77413075,5.97423255,105.13463642,cumbu,22473.17
81.0,50.0,28.0,20.31478997,63.28152975,5.75327127,61.39381537,groundnut,23281.22
77.0,49.0,31.0,26.00161737,60.02848247,5.83780087,193.02173281,copra,24275.0
87.0,38.0,43.0,20.26171301,57.35363119,7.38463122,184.83220759,brinjal,24824.95
67.0,42.0,34.0,19.71093731,68.39330662,7.90510317,209.49707729,chillycapsicum,22625.87
90.0,59.0,31.0,23.50044261,69.23841095,7.50068179,295.12157647,mothbeans,15853.43
99.0,50.0,30.0,18.82539025,68.61610102,5.24644908,116.97698485,gingellyoil,15523.44
94.0,46.0,22.0,26.29707371,57.01504233,7.69247516,83.93316055,methileaves,11851.07
65.0,57.0,23.0,18.76531907,76.34525966,6.99005889,86.64884793,bajra,11233.94
78.0,49.0,17.0,23.60748333,76.97840468,5.29331991,144.87332671,greenonion,27153.04
67.0,58.0,31.0,25.3703383,80.26305114,7.39999338,128.25850527,greenavare,10994.57
81.0,42.0,23.0,25.21985339,82.39654693,6.28959336,135.20096541,orange,22626.22
89.0,41.0,15.0,20.53458341,67.95173887,7.03467194,267.78424742,ladiesfinger,15150.76
71.0,52.0,16.0,26.31266038,62.08449842,6.76138924,215.98458213,frenchbeans,18475.61
78.0,42.0,25.0,24.2950471,64.53945475,6.02133066,117.69969805,spinach,14686.94
87.0,51.0,21.0,22.53414227,82.21473187,5.17478382,117.99532354,mustardoil,16174.86
64.0,54.0,26.0,26.69865554,73.38954364,6.88831234,276.23036094,pigeonpea,24720.08
76.0,55.0,16.0,24.11916584,64.33382309,7.12408761,109.96909087,beetroot,21852.34
74.0,53.0,31.0,19.67269747,84.4512085,7.45324451,265.92264028,cumbu,14506.02
91.0,56.0,39.0,23.98659806,64.30144097,7.38708341,220.97649148,groundnutseed,19808.74
65.0,53.0,37.0,26.02552415,56.50032178,7.57999939,193.05654964,linseed,21400.61
98.0,44.0,41.0,18.9367039,73.37847304,5.84534175,80.06907383,plum,24312.48
85.0,53.0,33.0,19.2730377,64.04408781,5.24351986,76.30156084,knoolkhol,24298.48
87.0,50.0,32.0,19.98482655,67.86932757,6.60252279,155.12810174,longmelon,16429.59
60.0,44.0,24.0,23.87578278,70.40950035,6.91612015,152.59728336,rice,5180.32
66.0,53.0,26.0,23.79633554,80.95058426,5.78397044,297.12437231,mustardoil,23251.68
85.0,59.0,21.0,25.55385633,74.1127569,7.07076851,190.96688695,chickpea,24488.19
99.0,42.0,32.0,26.38631445,71.95470059,7.70885313,138.74800773,bajra,23347.81
90.0,42.0,17.0,24.77788947,65.21060049,6.18506278,291.60516165,brinjal,22281.12
62.0,59.0,32.0,20.93313986,79.28673837,6.66423568,280.0511214,rubber,22375.67
91.0,44.0,33.0,23.62269064,70.68573074,6.57198332,209.72412155,dusterbeans,19700.38
71.0,41.0,44.0,21.75435147,72.03328304,6.1685825,150.56189831,pineapple,22581.83
92.0,50.0,30.0,19.31618029,81.93343032,6.97917483,112.869432,dusterbeans,18660.8
95.0,39.0,42.0,21.85566158,62.40308991,6.02578022,193.4798242,pineapple,20050.13
88.0,43.0,17.0,26.33837815,62.23491027,6.77747608,220.56401599,ridgegourd,19772.19
98.0,40.0,26.0,25.17560721,77.40848111,6.50592292,201.79537938,moathdal,18658.6
65.0,54.0,26.0,23.50265445,81.11828213,6.05776311,140.57661949,chickpea,20821.93
70.0,58.0,22.0,21.18248431,60.5625029,7.94588174,97.3526092,mustard,10183.58
68.0,45.0,28.0,22.10715932,60.5332312,6.21141445,207.03618014,colacasia,17336.07
70.0,35.0,27.0,18.59143129,83.03206037,6.67371224,98.87218872,apple,18288.65
92.0,56.0,24.0,21.21777636,55.71289313,6.27735255,111.68924766,capsicum,13785.02
91.0,47.0,37.0,18.58558787,66.65057266,5.61893573,64.01624111,mothbeans,21566.99
69.0,57.0,36.0,26.64876622,80.58375041,6.74910056,139.6571834,bajra,16240.51
76.0,40.0,35.0,25.53093867,59.33617019,5.7145434,276.66491282,masurdal,10923.14
66.0,42.0,23.0,22.14296436,66.45039215,6.8889282,177.58790845,mushrooms,17995.91
76.0,37.0,39.0,23.83860448,55.54533703,6.27892596,240.417695,redgram,14380.34
62.0,50.0,41.0,22.32564905,58.25520294,5.78116292,115.20617153,ragi,11397.4
75.0,49.0,19.0,20.17808652,69.77033671,6.00038277,123.05139634,hybridcumbu,13993.1
88.0,46.0,21.0,25.28514389,76.08965147,7.83328852,73.83760803,rice,4949.89
71.0,51.0,18.0,22.78753481,58.22117332,5.23233871,92.13192853,fieldpea,20787.55
82.0,50.0,25.0,18.54517951,84.53209361,5.10763908,189.4013445,jowar,16429.08
71.0,44.0,36.0,24.45643017,76.04896483,5.51569141,183.96303994,pear,18276.14
91.0,47.0,20.0,22.80228656,78.02601913,7.17876853,181.67075543,whitepumpkin,10069.38
79.0,36.0,36.0,18.3181309,78.49122286,5.02672136,151.8898946,pigeonpea,20372.16
81.0,53.0,30.0,26.12192582,73.19258792,5.60422711,102.7256888,seemebadnekai,18124.94
66.0,51.0,26.0,21.60536406,81.54441246,5.89642286,289.21941016,ginger,2957.84
70.0,46.0,26.0,18.05100512,69.49466222,6.71053966,111.11872369,lime,21583.45
93.0,53.0,33.0,24.14806303,63.41627071,6.73630375,178.3632022,drumstick,10303.95
74.0,39.0,45.0,24.29381937,82.07807255,7.15666333,87.12387426,jaggery,23652.21
99.0,47.0,23.0,21.82684779,57.58849142,7.59503604,72.78892899,seam,11110.63
82.0,57.0,35.0,18.23429408,81.97134938,7.81757846,228.18178515,betalleaves,16292.31
66.0,47.0,38.0,25.93268244,78.94673541,6.61560503,73.75549781,bengalgram,20991.53
68.0,40.0,27.0,26.59829202,56.7453402,5.64871605,257.12128785,bittergourd,17896.04
73.0,60.0,33.0,22.352815,68.32649616,6.2349664,282.85035981,cucumber,18543.44
73.0,36.0,40.0,25.14152191,55.41961997,5.56483638,205.1882618,sesamum,20785.62
65.0,49.0,37.0,26.78521033,80.30023394,6.16546065,129.75738037,chillycapsicum,12225.3
94.0,44.0,30.0,22.11661309,71.01458644,6.60957011,222.85637716,mustard,14610.17
83.0,49.0,23.0,25.54725851,63.79855437,7.11393211,225.21358787,banana,15044.69
78.0,58.0,15.0,24.0011755,69.19819345,7.61133766,142.13135586,maize,4219.63
66.0,53.0,23.0,22.63603689,65.1769898,7.90085918,128.68872546,groundnutseed,15492.78
79.0,60.0,22.0,21.52560527,60.09909364,5.54311747,213.52303277,mothbeans,18806.24
79.0,39.0,24.0,23.59462795,66.19035615,7.19183442,220.88882477,parval,18261.77
73.0,39.0,15.0,18.85607112,70.69410955,7.48759675,90.04880274,elephantyam,23311.97
81.0,42.0,31.0,23.55058669,72.02177266,6.74731073,118.88296713,taramira,14073.6
100.0,53.0,26.0,20.85004896,80.41972748,6.25572288,63.30844931,wheatatta,2869.7
65.0,46.0,34.0,18.62718748,79.85173232,7.08371726,171.82253757,amaranthus,18728.72
85.0,53.0,29.0,20.61659892,62.70068399,5.01423929,177.18020218,colacasia,19346.25
80.0,46.0,27.0,24.51403495,66.91042944,5.41636265,140.64773021,greenonion,18585.27
62.0,55.0,21.0,21.02045353,70.43296827,6.8194105,81.54511777,seam,21661.84
68.0,55.0,39.0,26.41944033,56.64053514,6.06070088,224.56423047,bittergourd,14932.92
80.0,59.0,39.0,24.91427292,76.17398165,5.70024381,295.13922274,raddish,13360.17
82.0,54.0,43.0,22.07735154,83.04194238,6.39487838,186.3669396,guava,14550.23
97.0,52.0,26.0,22.873074,57.3170114,5.33929105,278.75733263,ghee,15384.45
91.0,54.0,36.0,21.50252568,81.58706013,5.46699527,140.45644385,redgram,17669.81
61.0,54.0,28.0,19.7093318,62.53106739,7.17307506,277.24149342,spinach,14553.47
74.0,43.0,31.0,25.03705549,68.51041313,7.11979233,148.85622033,soyabean,10074.32
68.0,43.0,19.0,26.0506883,71.75970942,6.10804538,288.66570711,longmelon,21423.36
83.0,41.0,41.0,26.9026775,79.87906144,5.86032665,270.69998233,dusterbeans,12487.04
97.0,55.0,37.0,20.92479957,68.9135262,6.34856673,149.02632635,plum,23565.62
73.0,50.0,20.0,19.57581322,81.71253529,7.96653404,66.82833658,maize,4258.82
77.0,57.0,19.0,18.50163634,78.59998371,6.95051111,61.88573043,muskmelon,11175.98
64.0,43.0,27.0,25.68343372,80.11605644,5.81783989,169.91863485,masurdal,16439.41
63.0,45.0,30.0,23.45940889,83.55089398,5.25226836,192.64951842,lemon,16727.26
100.0,51.0,34.0,20.92985892,61.4284055,5.7435498,208.54078194,moongdal,14516.28
72.0,47.0,24.0,19.06039504,72.53839199,6.14097808,106.42523745,suvarnagadde,11710.64
76.0,36.0,37.0,24.52381517,74.71643424,5.19948237,241.59534048,jute,23582.68
74.0,45.0,31.0,18.39992159,63.36757308,6.89190253,283.05480385,potato,17760.77
78.0,45.0,28.0,21.85904579,64.52012587,5.44094826,114.88751531,linseed,21799.11
99.0,50.0,36.0,26.4023862,74.91332208,6.64596407,179.02752635,barley,20960.19
100.0,40.0,16.0,23.60998962,68.36203962,7.64443351,178.39483043,beetroot,10995.38
98.0,52.0,32.0,18.75309244,67.68769395,5.66990388,264.4045203,papaya,19097.22
93.0,54.0,30.0,18.82136534,79.22741936,7.53162883,246.37221648,hybridcumbu,13889.79
91.0,38.0,31.0,23.32126178,68.23375194,5.07183184,175.20907,drychillies,13540.5
95.0,53.0,30.0,23.62482588,63.39560458,5.15987377,256.1301009,coconut,24398.79
99.0,56.0,38.0,25.45368289,82.03272723,5.0711419,297.26606145,chillycapsicum,18827.94
81.0,52.0,16.0,22.7297246,77.00469118,6.95445934,82.92436389,suvarnagadde,14435.16
63.0,49.0,23.0,22.74585445,55.14698302,5.35278116,74.40791448,plum,17903.66
75.0,45.0,41.0,23.01181589,69.83518031,6.4622414,299.59445814,pumpkin,24583.28
68.0,49.0,26.0,21.5446971,71.93120949,7.16525525,123.52073483,tinda,13728.24
98.0,48.0,31.0,21.9537226,62.99424319,7.18202054,236.4112229,nigerseed,22464.01
64.0,51.0,31.0,25.09852351,78.63021228,6.76701513,144.07726638,drychillies,17650.51
96.0,50.0,19.0,19.12120274,60.61306042,6.17341738,251.82823603,cumbu,12854.01
72.0,43.0,21.0,20.95454373,58.51588438,7.47601127,73.0532514,chickpea,22692.86
95.0,49.0,26.0,24.20919118,73.15227461,5.84432895,147.08483971,potato,22724.68
73.0,57.0,24.0,21.83580418,65.67015493,6.78958558,168.29897219,copra,17408.13
65.0,50.0,20.0,24.47535372,68.41300474,7.24867462,142.42386623,brokenrice,2439.17
89.0,45.0,18.0,22.73866023,71.41951455,7.47266073,96.79520946,peascod,23107.42
77.0,37.0,40.0,21.01820048,78.46995114,6.95376199,90.57644917,ginger,1366.96
90.0,59.0,39.0,25.33847333,64.58095188,5.1940799,190.87841781,peas,24175.94
64.0,37.0,26.0,20.50994112,75.11479551,7.61549255,240.68220159,blackgram,24575.84
66.0,49.0,32.0,21.10526423,68.36436762,5.10186664,182.06537797,fish,16594.94
65.0,42.0,26.0,24.84482958,83.00528726,7.9754103,191.63971472,amorphophallus,15023.18
72.0,48.0,36.0,26.25186593,56.70838761,6.2047496,248.87073147,maidaatta,21449.68
77.0,54.0,31.0,26.24808255,80.27285761,5.09929529,91.98370467,turdal,11348.8
81.0,41.0,26.0,26.51330529,81.6344499,7.82532646,115.62073595,paddy,3558.28
69.0,54.0,24.0,20.76362514,63.03585645,5.35893382,171.88408507,knoolkhol,17624.79
97.0,51.0,22.0,23.80957965,56.19796507,5.55461828,244.5934499,grapes,21126.56
73.0,56.0,29.0,18.12483302,61.30547959,6.92706113,200.60680464,guar,18508.73
96.0,36.0,27.0,25.43151079,69.56348113,6.55554111,90.09892229,spinach,21959.07
75.0,36.0,22.0,20.82437627,81.41296885,5.92299024,187.41699071,raddish,12292.73
87.0,43.0,38.0,18.87080461,58.49771423,7.60355983,265.89167419,onion,23693.83
80.0,58.0,41.0,18.33192302,73.86323149,7.58810979,187.88050859,moongdal,10995.16
88.0,60.0,39.0,23.43012029,71.53653199,5.74883929,177.19060035,frenchbeans,11815.88
94.0,54.0,38.0,22.74379429,74.42514424,6.78453251,144.49933362,leafyvegetable,14828.9
69.0,36.0,27.0,19.92542082,83.69487276,5.01323145,205.78813829,chholia,19890.02
93.0,42.0,33.0,21.28883409,73.96187116,7.54605229,99.39295943,gingellyoil,24662.69
68.0,44.0,25.0,21.84713367,75.45170809,6.44983015,72.24616664,leafyvegetable,19592.6
94.0,59.0,17.0,20.49313778,81.39828163,5.45713316,256.57940026,amphophalus,18714.68
69.0,56.0,37.0,23.99197601,82.48987468,5.51916806,67.7191302,tomato,31774.13
85.0,52.0,18.0,21.56974667,57.44749634,6.81649503,133.54024079,orange,28797.1
