N,P,K,temperature,humidity,pH,rainfall,state,soil_type,crop,crop_price
82.0,50.0,23.0,21.66314451,59.91072588,7.21295588,116.69758923,Goa,Black Soil,lemon,1325.26
99.0,53.0,17.0,19.47704287,64.9355644,5.50806344,139.55730116,Tamil Nadu,Forest Soil,amaranthus,2831.86
89.0,52.0,15.0,19.52543289,67.86307951,6.83813717,223.91258284,Uttar Pradesh,Alluvial Soil,snakeguard,1795.63
84.0,46.0,39.0,19.60337706,62.0028715,6.00362785,78.61680935,West Bengal,Desert Soil,fieldpea,1907.38
83.0,41.0,27.0,21.5952086,60.43420006,7.1128214,68.43907412,Tamil Nadu,Peaty Soil,dusterbeans,2017.07
82.0,56.0,21.0,20.01215845,82.99756064,7.58685632,177.70586767,West Bengal,Black Soil,zizyphus,2460.26
98.0,46.0,39.0,18.33405915,79.58802002,5.6396667,287.52418979,Maharashtra,Saline Soil,suvarnagadde,2032.97
80.0,48.0,43.0,19.64528445,66.32285931,6.75022984,189.3307989,Maharashtra,Desert Soil,coconutoil,2007.34
98.0,54.0,42.0,21.86222454,77.37631116,6.9428561,78.68164978,Madhya Pradesh,Red Soil,seam,1460.46
90.0,42.0,42.0,18.86668214,78.5406751,7.63392706,182.30219588,Manipur,Mountain Soil,capsicum,2733.14
68.0,51.0,21.0,24.67597585,61.82527924,7.76830063,120.91535271,Jharkhand,Red Soil,bengalgram,2231.51
88.0,37.0,40.0,25.68780166,75.55815359,6.56773741,283.85187017,Haryana,Red Soil,varagu,2076.15
98.0,36.0,30.0,20.77579947,84.91056462,6.14362126,75.72766977,Maharashtra,Red Soil,cauliflower,2193.49
63.0,40.0,33.0,26.33434873,67.19257971,5.76449825,212.34783979,Kerala,Mountain Soil,groundnutseed,2433.65
64.0,60.0,25.0,22.20247202,71.92367446,5.63476558,242.22738686,Assam,Mountain Soil,ragi,2138.85
86.0,40.0,37.0,21.10988056,77.56337393,7.30977804,299.19599334,Sikkim,Forest Soil,rubber,1780.87
88.0,45.0,16.0,23.11731716,60.41373891,6.52759812,169.63197206,Sikkim,Black Soil,ashgourd,1398.59
89.0,52.0,19.0,22.5103534,59.96619778,7.28914218,163.72115913,Andhra Pradesh,Mountain Soil,guava,2885.04
76.0,57.0,42.0,22.49764828,70.91474756,6.71633237,169.63866853,Odisha,Peaty Soil,gingellyoil,2006.92
95.0,44.0,17.0,18.53286831,78.39478315,6.01250382,186.05648323,Punjab,Mountain Soil,greengram,2563.03
94.0,43.0,22.0,19.97445005,83.4295263,5.52470689,245.6839936,Andhra Pradesh,Mountain Soil,seemebadnekai,2433.62
77.0,50.0,32.0,21.63487049,81.63081623,6.43076198,192.52257612,Kerala,Red Soil,taramira,1454.86
97.0,45.0,33.0,26.84093114,83.59778938,7.2190032,158.0624088,Maharashtra,Forest Soil,blackgram,1383.83
85.0,43.0,33.0,24.62817414,64.40484686,5.09489643,166.99772714,Maharashtra,Forest Soil,thinai,2118.4
90.0,57.0,36.0,21.2087404,55.65633042,6.24373327,130.51245178,West Bengal,Mountain Soil,amphophalus,2593.38
85.0,44.0,28.0,25.70122967,63.58429426,6.11458112,242.74960222,Assam,Mountain Soil,littlegourd,2955.82
73.0,48.0,35.0,21.96065468,79.6629368,6.59166309,185.65224275,Uttarakhand,Alluvial Soil,beetroot,1299.88
89.0,41.0,20.0,23.61800822,73.76748992,5.41115252,107.57602739,Kerala,Red Soil,frenchbeans,1251.9
92.0,42.0,25.0,23.45185762,83.24544512,5.36128804,153.97017678,Telangana,Saline Soil,fish,2900.69
80.0,57.0,29.0,19.63790725,74.04688887,5.91905772,82.07593384,Meghalaya,Black Soil,plum,2045.54
87.0,52.0,21.0,22.17657452,84.24573134,7.89160439,155.72161251,Haryana,Desert Soil,bittergourd,2617.1
61.0,46.0,37.0,25.00429679,84.02402085,6.51247865,104.90173248,Telangana,Alluvial Soil,cabbage,2411.67
75.0,51.0,44.0,20.24745846,82.39389597,6.37335017,85.72547404,Assam,Laterite Soil,turmeric,5410.87
68.0,53.0,40.0,21.22956461,60.52664617,6.29213475,248.51762657,Tamil Nadu,Coastal Soil,barley,1569.96
97.0,49.0,36.0,20.41959735,59.44009475,5.05468716,180.12538654,Karnataka,Peaty Soil,pear,2592.17
61.0,37.0,21.0,24.7006244,77.57349821,5.06771758,66.44909156,Arunachal Pradesh,Peaty Soil,methileaves,1336.18
92.0,36.0,23.0,22.47737993,66.7247122,5.07011848,216.20735356,Rajasthan,Forest Soil,rubber,1483.03
89.0,56.0,26.0,26.14757581,60.81018844,7.66462502,252.44042154,Telangana,Forest Soil,greenbanana,1499.97
63.0,41.0,30.0,22.08466808,61.12581718,7.5806384,84.43999488,Rajasthan,Laterite Soil,brokenrice,2865.21
81.0,41.0,20.0,21.73891731,63.59626645,7.99551749,298.66157997,Karnataka,Alluvial Soil,watermelon,1821.14
72.0,58.0,34.0,19.21173093,72.70241197,5.94197574,244.8639749,Punjab,Red Soil,colacasia,2234.94
81.0,41.0,42.0,25.16136743,81.09458582,7.91657582,142.41117838,Karnataka,Peaty Soil,mushrooms,1303.59
70.0,36.0,31.0,20.90675896,62.28952617,5.76267859,118.93522819,Karnataka,Black Soil,jute,1376.05
66.0,48.0,15.0,26.67921728,76.19750902,6.87786116,216.0642255,Haryana,Desert Soil,barley,2226.27
94.0,59.0,41.0,25.6594934,58.14653398,5.62526669,80.7291598,Tripura,Red Soil,redgram,2060.78
70.0,48.0,39.0,19.66990171,72.94747977,5.43983748,213.81285315,West Bengal,Forest Soil,littlegourd,1458.37
67.0,51.0,33.0,25.0055293,75.05484598,6.17617434,294.67107151,Uttarakhand,Black Soil,sapota,2261.43
93.0,55.0,36.0,25.80386986,70.19373976,7.66318458,194.38231551,Himachal Pradesh,Saline Soil,sweetpotato,1172.78
95.0,37.0,30.0,23.52096919,69.50355127,6.15541851,128.95361962,Tripura,Forest Soil,coconut,1153.68
93.0,49.0,22.0,26.83006792,66.6119332,6.27387254,190.40940231,Kerala,Red Soil,ridgegourd,1905.29
90.0,56.0,45.0,23.37464536,77.0436446,5.79975214,219.4577434,Himachal Pradesh,Alluvial Soil,varagu,1223.17
99.0,40.0,33.0,22.93798958,59.87586077,6.42053116,99.26343992,Madhya Pradesh,Red Soil,lentil,1781.98
69.0,39.0,35.0,25.05267963,76.7783034,7.97121852,263.63544072,Kerala,Saline Soil,coconutoil,2181.81
93.0,46.0,22.0,23.93997918,57.97273724,5.37781284,126.93637982,Rajasthan,Coastal Soil,guar,1440.55
76.0,39.0,36.0,22.27914412,64.47173036,6.98683445,119.26488478,Gujarat,Red Soil,turdal,1677.79
66.0,49.0,34.0,23.07361232,71.12115885,6.87506926,287.94989718,Meghalaya,Black Soil,ghee,2405.19
85.0,57.0,37.0,26.43357998,79.27666747,6.59380751,204.01276555,Odisha,Black Soil,cashewnuts,1682.76
86.0,39.0,17.0,21.84711862,78.34909119,5.77150316,133.60825812,Bihar,Alluvial Soil,cumbu,2676.98
96.0,57.0,44.0,26.73992652,55.15346042,7.34961706,257.76765248,Jharkhand,Alluvial Soil,whitepumpkin,2797.14
99.0,36.0,31.0,21.02953497,79.8200011,6.82346552,63.00550129,Meghalaya,Forest Soil,guar,1807.39
63.0,39.0,41.0,23.52093088,81.80045353,7.33398349,141.70591611,Kerala,Laterite Soil,sweetlime,2824.55
83.0,43.0,44.0,18.42894856,77.91528461,6.14866636,280.64876875,Gujarat,Mountain Soil,cashewnuts,1598.65
62.0,43.0,43.0,18.26968066,73.05776299,6.71170045,215.68134544,Maharashtra,Alluvial Soil,apple,7005.38
89.0,56.0,22.0,20.75307372,78.55257986,5.87782547,124.85307361,West Bengal,Coastal Soil,greenavare,1651.08
82.0,37.0,20.0,20.06998546,59.87766149,7.69116987,206.36715417,Sikkim,Black Soil,arecanut,1354.06
61.0,58.0,30.0,21.40588406,77.31157962,6.89287488,222.57535864,Rajasthan,Desert Soil,amaranthus,1521.88
98.0,36.0,34.0,24.71707812,81.35558446,6.29036147,290.9219646,Assam,Laterite Soil,fish,2536.72
61.0,52.0,24.0,24.27776025,64.61846019,5.49459356,228.04904685,Odisha,Coastal Soil,soyabean,1251.7
91.0,42.0,37.0,18.35496969,74.78947167,6.45392196,111.80477011,West Bengal,Mountain Soil,ginger,9663.76
79.0,39.0,28.0,20.71256457,67.4478177,5.30672129,161.0176145,Tripura,Forest Soil,greenbanana,2174.23
88.0,52.0,35.0,25.9449106,79.6668608,6.87432103,251.09437939,Karnataka,Forest Soil,pear,1934.77
66.0,45.0,35.0,18.29513375,66.19144483,5.88107953,82.13712403,Jharkhand,Alluvial Soil,greenchilli,2724.94
76.0,37.0,20.0,25.90847475,80.28485135,5.96869552,263.51988341,Arunachal Pradesh,Black Soil,elephatyam,2290.58
86.0,39.0,31.0,19.42042927,72.26546484,6.10008713,221.1165919,Meghalaya,Red Soil,coconut,2441.73
99.0,51.0,21.0,26.37543654,80.93859414,7.75817085,246.25910143,Gujarat,Desert Soil,nigerseed,1770.87
77.0,54.0,32.0,24.71724068,67.188092,6.47313566,173.97864026,West Bengal,Black Soil,knoolkhol,1943.96
69.0,47.0,38.0,19.99365088,63.29116784,5.86489297,218.44745868,Punjab,Black Soil,peascod,2343.59
79.0,55.0,43.0,24.78483905,66.02435713,6.83520901,157.59057705,Karnataka,Coastal Soil,sweetpumpkin,2466.82
84.0,52.0,33.0,18.00661125,82.35010345,6.16363731,208.26715229,Chhattisgarh,Peaty Soil,rubber,1109.55
79.0,50.0,33.0,20.50136376,74.07236888,7.93772919,130.49650242,Punjab,Laterite Soil,garlic,11696.14
66.0,57.0,43.0,23.49386046,65.0354981,5.42146737,129.72987071,Madhya Pradesh,Red Soil,suvarnagadde,2543.94
79.0,37.0,40.0,22.65705196,75.29344721,6.60868731,121.21576527,Tamil Nadu,Mountain Soil,arecanut,2101.89
89.0,44.0,16.0,21.28902277,59.55717966,7.30428119,147.65431811,Nagaland,Mountain Soil,greengram,2543.85
82.0,49.0,38.0,21.10300143,60.12414031,7.19919123,72.53480531,Goa,Saline Soil,moathdal,1887.69
83.0,49.0,24.0,20.43579682,84.55251738,7.51382384,160.23149553,Odisha,Black Soil,maidaatta,1057.04
82.0,45.0,36.0,22.72981452,77.25392947,7.49084284,219.77174301,Rajasthan,Coastal Soil,longmelon,2280.35
69.0,37.0,36.0,23.30889139,76.41825653,6.16172376,280.98574901,Maharashtra,Peaty Soil,cowpea,1391.25
96.0,57.0,21.0,20.38094191,76.32292119,6.5632409,215.85415823,Andhra Pradesh,Alluvial Soil,arecanut,2711.99
64.0,54.0,42.0,25.32285126,60.64685084,7.50567899,63.21422176,Rajasthan,Alluvial Soil,cowpea,2003.68
89.0,51.0,43.0,25.27186571,65.61898948,7.59523384,256.55244786,Kerala,Black Soil,ragi,1844.3
88.0,52.0,19.0,24.08014574,77.47575489,6.52243259,87.05538508,Tripura,Red Soil,tapioca,1420.92
95.0,50.0,26.0,24.40324814,80.23851344,7.75774262,136.60822074,Telangana,Mountain Soil,ladiesfinger,2633.22
87.0,44.0,35.0,21.27517878,84.59840152,7.5466231,117.81249828,Jharkhand,Saline Soil,bengalgram,1288.11
99.0,57.0,30.0,21.75453549,65.71387252,6.04043162,197.44973886,Bihar,Forest Soil,maize,2359.61
76.0,36.0,25.0,26.67211628,73.31282916,5.67280004,151.19080743,Tamil Nadu,Red Soil,seemebadnekai,2977.36
86.0,40.0,25.0,22.4653872,82.11494971,7.89915889,196.72558136,Gujarat,Laterite Soil,turnip,2972.47
67.0,40.0,35.0,19.215042,61.19380221,6.04834615,268.14971778,Bihar,Black Soil,watermelon,2513.95
75.0,57.0,29.0,23.0518711,76.80995205,7.72557302,117.10304934,Jharkhand,Black Soil,greenpeas,2657.39
67.0,56.0,23.0,24.91578021,74.9225908,7.98908125,88.16817536,Andhra Pradesh,Forest Soil,orange,7374.53
78.0,37.0,15.0,26.05616495,61.78684455,7.74637105,220.58021507,Kerala,Coastal Soil,tomato,1297.38
82.0,38.0,15.0,21.133607,73.35340418,5.74667626,227.29795459,Meghalaya,Red Soil,brokenrice,2828.82
89.0,60.0,34.0,21.18437895,63.45991462,5.39271525,150.03896462,Maharashtra,Mountain Soil,potato,1926.21
99.0,48.0,33.0,23.4522845,83.74582803,6.22766398,167.48188313,Nagaland,Desert Soil,fish,2683.44
78.0,42.0,41.0,23.4933762,64.29346308,5.43672919,137.24021371,Nagaland,Saline Soil,masurdal,1939.82
78.0,46.0,44.0,21.12137688,75.03891003,6.17858191,159.14934007,Chhattisgarh,Forest Soil,fieldpea,2132.4
83.0,51.0,18.0,19.60797976,74.70163554,7.51060807,270.03698687,Jharkhand,Coastal Soil,knoolkhol,2070.64
77.0,44.0,17.0,19.05348696,84.69380036,5.76205223,145.33111345,Haryana,Red Soil,squash,1815.61
90.0,57.0,42.0,18.48262844,76.7798244,6.42699855,259.63751106,Gujarat,Alluvial Soil,castorseed,1441.09
86.0,45.0,37.0,25.49700844,57.29230011,7.08628729,121.99202318,Gujarat,Red Soil,turdal,1854.92
66.0,47.0,17.0,26.42718795,83.2522627,7.11818085,114.61599634,Assam,Black Soil,chanadal,2581.73
92.0,42.0,25.0,20.30410076,83.70758566,5.96290312,290.78948283,Andhra Pradesh,Mountain Soil,kinnow,2045.28
66.0,52.0,26.0,19.44258518,75.34165409,5.22451165,123.77256767,Karnataka,Black Soil,mint,1738.4
96.0,39.0,25.0,18.58286966,65.90366857,7.87903137,209.823879,Meghalaya,Laterite Soil,leafyvegetable,2904.94
61.0,36.0,34.0,20.7515753,68.83106541,6.9582151,126.69199997,Assam,Mountain Soil,watermelon,2659.34
75.0,53.0,22.0,22.09769179,76.99806182,6.12201589,117.43032133,Telangana,Coastal Soil,cashewnuts,1663.37
71.0,48.0,31.0,25.1683529,76.46512308,7.86786703,212.07816001,Karnataka,Peaty Soil,maidaatta,2243.44
74.0,48.0,34.0,18.4568437,71.48384646,5.4946522,226.76171123,Telangana,Red Soil,pigeonpea,2360.2
94.0,39.0,23.0,22.31678544,55.31970935,6.87387728,200.31405429,Andhra Pradesh,Black Soil,clusterbeans,1692.62
83.0,48.0,39.0,24.45730062,78.45603102,6.6583411,270.85562849,Jharkhand,Desert Soil,plum,2633.91
94.0,52.0,33.0,21.10860898,69.48695684,6.25296021,83.76080553,Gujarat,Peaty Soil,watermelon,1104.48
88.0,53.0,45.0,26.3914234,76.27132341,7.42386462,177.8608115,Kerala,Forest Soil,jowar,1672.49
68.0,45.0,40.0,19.25088206,66.87865219,6.16585616,60.95178755,West Bengal,Alluvial Soil,lemon,2811.22
78.0,53.0,28.0,25.77771449,62.86342573,6.18967634,268.60499039,Madhya Pradesh,Mountain Soil,potato,1387.88
88.0,53.0,27.0,24.40464882,74.49888162,7.81219578,260.5842803,Bihar,Laterite Soil,ladiesfinger,2954.31
80.0,39.0,28.0,22.9498141,62.27205439,6.73267809,192.66645454,Maharashtra,Laterite Soil,ragi,1204.3
84.0,58.0,41.0,24.71908609,60.68258225,5.45837907,267.11605917,Goa,Red Soil,greenpeas,1983.86
71.0,58.0,34.0,21.01103206,69.52137345,7.2534509,72.33576236,Haryana,Desert Soil,banana,3850.05
81.0,54.0,30.0,24.53861084,59.40372419,6.23443802,196.11753871,Bihar,Alluvial Soil,tomato,2022.53
60.0,40.0,25.0,23.02008389,57.77535401,6.30001716,157.11633087,Telangana,Mountain Soil,sweetpotato,1912.24
100.0,50.0,32.0,26.77608219,81.63058025,7.0553298,134.36368893,Punjab,Forest Soil,cashewnuts,2127.84
97.0,58.0,18.0,25.25413581,77.07831951,7.21005781,236.36543512,Rajasthan,Red Soil,drychillies,1000.83
65.0,54.0,16.0,20.73659133,70.34021642,5.30356474,193.04784103,Odisha,Forest Soil,ginger,10746.07
94.0,43.0,26.0,19.76840107,55.70568135,5.80107991,188.21635452,Himachal Pradesh,Alluvial Soil,arecanut,2480.41
94.0,42.0,39.0,25.17018033,83.7729563,6.52928827,65.71273527,Maharashtra,Alluvial Soil,coriander,2470.84
84.0,53.0,24.0,22.16799317,61.27635967,7.09682185,138.67360305,Meghalaya,Laterite Soil,cotton,5560.79
65.0,48.0,26.0,22.16718261,81.55144459,5.359404,273.7799353,Telangana,Forest Soil,varagu,1015.41
64.0,45.0,27.0,25.21361157,84.99086619,7.27346974,170.2557707,Maharashtra,Black Soil,suratbeans,1528.2
85.0,39.0,32.0,23.3779006,80.62767436,6.3229673,83.32746836,Tripura,Black Soil,onion,1872.68
90.0,36.0,31.0,21.6573087,78.91977231,5.62497334,161.53276357,Bihar,Black Soil,greengram,1795.41
77.0,57.0,23.0,26.91072109,58.23797157,6.04106362,195.59968499,West Bengal,Saline Soil,turmeric,8722.52
71.0,59.0,41.0,23.2088401,69.16086386,6.11619802,272.11152755,Odisha,Black Soil,wheat,1987.14
98.0,55.0,16.0,24.88980548,70.11884772,6.56339224,296.03282372,Karnataka,Coastal Soil,greenavare,1541.45
73.0,39.0,33.0,20.34527899,69.43862314,7.51287803,120.56767893,West Bengal,Red Soil,beans,2583.57
77.0,36.0,21.0,24.05925188,79.6404393,5.95903927,88.37923356,Tripura,Laterite Soil,blackgram,2355.45
84.0,55.0,27.0,19.18114639,80.48269314,7.06640568,182.52869155,Chhattisgarh,Mountain Soil,elephatyam,1410.9
91.0,47.0,35.0,19.26094579,69.79943833,5.87463456,114.31845312,Bihar,Desert Soil,varagu,1933.34
78.0,59.0,40.0,23.646444,83.7640218,7.20661849,172.36630185,Tamil Nadu,Peaty Soil,littlegourd,2270.75
94.0,51.0,17.0,23.85078837,77.89396839,7.46438596,109.30338754,Chhattisgarh,Forest Soil,lime,1089.68
99.0,42.0,28.0,23.46169998,70.62774526,7.45391398,263.64658632,Gujarat,Black Soil,clusterbeans,1577.25
96.0,51.0,37.0,21.79838303,61.48977466,5.4501614,247.20453079,Goa,Alluvial Soil,nigerseed,1921.57
82.0,47.0,34.0,23.14356785,76.83327953,7.67108207,133.75747886,Telangana,Mountain Soil,mustardoil,2081.36
69.0,38.0,36.0,23.01147384,74.2484122,5.82506356,105.09414499,Haryana,Mountain Soil,jowar,2049.67
72.0,51.0,21.0,24.16413413,78.40758537,5.89829941,273.71563271,Chhattisgarh,Peaty Soil,snakeguard,1848.95
69.0,40.0,16.0,19.04709238,78.18123716,5.68944101,248.77914279,Tripura,Mountain Soil,greenonion,2332.04
99.0,53.0,43.0,23.584356,63.35686911,7.79952947,200.8086117,Madhya Pradesh,Peaty Soil,colacasia,2619.0
89.0,54.0,35.0,21.33413587,63.48354022,6.70306892,228.90284025,Meghalaya,Red Soil,mungbean,1493.74
72.0,41.0,41.0,23.71697347,55.97529169,6.44656386,186.38572747,Chhattisgarh,Saline Soil,sesamum,1126.21
99.0,42.0,21.0,18.46936104,78.3410302,5.90428257,84.51730382,Andhra Pradesh,Mountain Soil,whitepumpkin,1792.05
93.0,49.0,34.0,26.06893027,80.83840919,5.20593133,236.9268175,Rajasthan,Saline Soil,muskmelon,2295.66
80.0,40.0,15.0,22.9743087,82.64597525,6.78273877,62.62932899,Meghalaya,Peaty Soil,greenbanana,2762.72
89.0,52.0,24.0,26.66732479,63.24254015,7.02942464,286.31750067,Assam,Black Soil,tamarindfruit,1597.2
71.0,44.0,37.0,18.82687193,76.36215037,6.37533819,210.30179289,Madhya Pradesh,Peaty Soil,barley,2894.27
99.0,38.0,38.0,19.51427465,63.32512722,7.55717329,177.25181776,Manipur,Alluvial Soil,beans,1212.64
72.0,38.0,20.0,26.21494843,63.81867736,5.12172423,191.7388193,Karnataka,Black Soil,betalleaves,2330.07
89.0,55.0,38.0,24.05824297,69.65299487,7.49613519,261.43880921,Assam,Alluvial Soil,moathdal,1259.52
77.0,43.0,23.0,22.0119223,60.33380896,6.14739289,231.34225898,Jharkhand,Peaty Soil,kinnow,1439.46
71.0,47.0,44.0,25.11578133,57.9594572,5.7164114,96.10117163,Mizoram,Coastal Soil,suratbeans,1104.8
67.0,60.0,18.0,21.14196043,73.31268786,5.72117649,187.27617396,Tripura,Mountain Soil,masurdal,2007.5
95.0,55.0,32.0,21.21390116,69.29566871,6.29524043,219.69245838,Tamil Nadu,Alluvial Soil,arecanut,2395.72
89.0,35.0,34.0,25.4843967,61.77060372,5.26948518,211.93065033,Meghalaya,Forest Soil,papaya,1995.46
65.0,48.0,20.0,20.17199692,82.45976163,5.45409124,190.10954886,Assam,Red Soil,bittergourd,1003.12
67.0,39.0,40.0,25.2294237,72.40936213,7.45794112,60.23531734,Telangana,Mountain Soil,wheatatta,2665.38
98.0,42.0,44.0,23.53078056,59.89932984,7.39780621,292.92538804,Assam,Red Soil,drumstick,2030.11
67.0,56.0,21.0,21.17111463,79.7752441,5.98794444,115.03560535,Punjab,Saline Soil,beetroot,2425.22
64.0,37.0,16.0,24.90961217,62.7739739,7.74509929,129.41775665,Bihar,Saline Soil,seemebadnekai,1380.32
94.0,42.0,20.0,21.48336341,80.96658181,6.78756097,278.11011685,Punjab,Forest Soil,knoolkhol,2836.98
62.0,37.0,37.0,22.68241588,59.94352274,5.13784921,148.42357065,Kerala,Laterite Soil,roundgourd,1088.35
81.0,42.0,26.0,19.22195738,72.74693512,6.49238678,257.69177108,Andhra Pradesh,Alluvial Soil,taramira,2161.39
78.0,55.0,26.0,26.07551471,66.33473378,7.51094488,295.62493015,Assam,Desert Soil,frenchbeans,2378.2
75.0,44.0,16.0,25.37787645,63.91569189,7.83753675,67.07635739,Rajasthan,Black Soil,mango,3280.3
98.0,48.0,15.0,18.81187761,79.71713696,7.22573804,233.03457118,Goa,Peaty Soil,mint,1131.91
89.0,54.0,44.0,21.03388823,81.69970917,5.35675415,166.73934695,Goa,Desert Soil,copra,1760.37
75.0,37.0,39.0,18.94636272,65.22790667,7.48538213,95.84258036,Nagaland,Red Soil,guar,2850.14
71.0,43.0,38.0,26.35679151,63.09504317,5.30367719,196.03865117,Uttarakhand,Coastal Soil,betalleaves,1795.73
94.0,38.0,44.0,26.91548705,72.8306297,5.73606775,132.15020555,Haryana,Mountain Soil,coconutoil,2079.14
98.0,35.0,40.0,24.74686608,65.62883839,5.6764124,218.88598108,Madhya Pradesh,Red Soil,bittergourd,1658.01
63.0,50.0,38.0,19.23258922,65.1989394,7.89652374,189.75220085,Madhya Pradesh,Red Soil,rajgir,2424.41
68.0,35.0,18.0,20.58839623,74.55536774,6.52324187,208.28235311,Madhya Pradesh,Saline Soil,soyabean,1848.18
89.0,42.0,16.0,18.6324932,58.32620868,6.68757609,262.7262786,Maharashtra,Peaty Soil,maize,2769.98
84.0,58.0,37.0,20.95171907,70.26956167,7.29857427,197.65826364,Tamil Nadu,Saline Soil,coffee,17758.25
73.0,55.0,39.0,19.72991736,77.8918214,7.86543866,177.77350251,Himachal Pradesh,Coastal Soil,wheat,2136.0
67.0,39.0,22.0,24.18011074,84.28120739,7.84587791,239.56809435,Karnataka,Red Soil,rubber,2303.18
86.0,55.0,30.0,25.88016707,70.19805385,5.83887945,264.63456139,Goa,Forest Soil,betalleaves,1607.48
68.0,59.0,20.0,21.28810529,63.45779415,7.35631721,248.76992947,Tripura,Alluvial Soil,mustardoil,2423.97
63.0,40.0,40.0,25.95147195,77.51032274,7.07071233,240.36965011,Kerala,Laterite Soil,amphophalus,1943.82
100.0,56.0,38.0,24.20256123,82.22496296,7.07003232,85.52333634,Arunachal Pradesh,Alluvial Soil,mustard,1502.39
83.0,49.0,38.0,25.96990152,74.6516799,5.44642286,229.33503308,Karnataka,Mountain Soil,castorseed,1843.42
98.0,51.0,29.0,21.40548703,76.18332727,5.05270715,167.65785362,Punjab,Alluvial Soil,ladiesfinger,1538.17
61.0,55.0,43.0,26.24044559,55.89238659,5.81283273,164.17337001,Uttar Pradesh,Laterite Soil,jowar,1924.4
67.0,41.0,36.0,25.28232365,69.83489731,7.3960149,188.44825072,Goa,Mountain Soil,pear,2278.22
100.0,47.0,15.0,19.19273111,67.76507725,7.51484038,174.35274925,Maharashtra,Red Soil,wood,1127.13
70.0,42.0,21.0,23.82278527,62.2519062,7.19820633,115.90006672,Tamil Nadu,Alluvial Soil,grapes,5524.44
83.0,48.0,35.0,22.62250396,63.28965696,7.61504283,238.31038198,Rajasthan,Coastal Soil,ragi,1818.37
75.0,47.0,20.0,23.79785341,69.72151349,6.0109171,216.4810794,Assam,Saline Soil,cucumber,2148.15
68.0,55.0,40.0,24.84931697,74.64470925,6.09453558,202.71955969,Madhya Pradesh,Mountain Soil,tomato,2031.35
65.0,39.0,28.0,21.9775338,55.78229921,5.06161162,185.1401197,Himachal Pradesh,Peaty Soil,bottlegourd,1297.48
67.0,47.0,43.0,23.47912731,71.30435521,7.40061506,110.40752338,Madhya Pradesh,Black Soil,urddal,1132.31
93.0,36.0,33.0,23.51340348,72.33065277,7.06129636,206.79661048,Goa,Mountain Soil,snakeguard,2933.52
68.0,45.0,34.0,21.41749912,77.22564458,5.43303698,255.23778499,Sikkim,Red Soil,apple,3122.55
63.0,55.0,25.0,20.88920104,71.47712234,6.69971723,134.7794375,Chhattisgarh,Desert Soil,cauliflower,2984.52
96.0,45.0,42.0,22.25558376,84.25193103,7.85816191,161.67617186,Uttar Pradesh,Red Soil,leafyvegetable,1213.05
66.0,54.0,42.0,24.96096243,66.27165453,5.94899015,72.25504788,Tamil Nadu,Peaty Soil,drumstick,1873.95
98.0,50.0,38.0,19.52556301,71.37070753,5.9549048,162.82719783,Tamil Nadu,Mountain Soil,groundnut,1541.0
